Price,Close,High,Low,Open,Volume
2005-06-01,1.2111839056015015,1.2250083447676572,1.1979594604172104,1.198861608198335,453812800
2005-06-02,1.2033694982528687,1.211784762169319,1.1901459563579546,1.2036699466588168,373973600
2005-06-03,1.149271845817566,1.159490403087457,1.1351470576146343,1.146867656430544,956869200
2005-06-06,1.1396548748016357,1.160993232213775,1.1288355220508763,1.151977272115914,811966400
2005-06-07,1.0981796979904175,1.1339441884016286,1.0954750608185186,1.1300370555589627,745264800
2005-06-08,1.1095999479293823,1.1195180543939465,1.0990810450532769,1.100884337137743,404006400
2005-06-09,1.131540060043335,1.1402556712849474,1.1065950198369252,1.1120050970029358,390255600
2005-06-10,1.076241135597229,1.1240266964925407,1.0675247175225213,1.1240266964925407,678932800
2005-06-13,1.0789457559585571,1.1002841216578128,1.0765415658765283,1.0786453074358302,435772400
2005-06-14,1.0819506645202637,1.0864586957342883,1.0744375466747174,1.0795463745183382,347846800
2005-06-15,1.1159114837646484,1.1210211128085847,1.0909672448342473,1.1080980198012813,563343200
2005-06-16,1.1414583921432495,1.1444634784319205,1.1065952380843596,1.1177150404558482,547674400
2005-06-17,1.1513755321502686,1.1582885537952667,1.136949394602663,1.156184813127208,596125600
2005-06-20,1.1303380727767944,1.1447642160534448,1.125529592423543,1.1375515456819172,323716400
2005-06-21,1.1378514766693115,1.1477695835964319,1.1234253399540806,1.1336438952593082,370526800
2005-06-22,1.158589243888855,1.1600913858627786,1.1462669447553613,1.1498736303696577,424925200
2005-06-23,1.1688076257705688,1.1955552588967264,1.1615941553123994,1.1670042330768602,674254000
2005-06-24,1.1348456144332886,1.1757198402030162,1.1324414252409487,1.1748176924350653,410709600
2005-06-27,1.1150100231170654,1.1450638852752917,1.1023871803140026,1.1071956578160227,600171600
2005-06-28,1.1213219165802002,1.129737082533333,1.1171143336036338,1.126732096050176,350299600
2005-06-29,1.0930708646774292,1.120720640854267,1.085556947089411,1.1189172484684855,448358400
2005-06-30,1.106294870376587,1.1168137766379598,1.0912678327698593,1.1002838948272056,418390000
2005-07-01,1.096977710723877,1.1111034049235466,1.090666386147828,1.1068958217672822,250000800
2005-07-05,1.1414583921432495,1.1465672194040035,1.0969774772738363,1.098480421684868,454269200
2005-07-06,1.1237258911132812,1.1468676432091747,1.1180153645640662,1.1333436517172237,394626400
2005-07-07,1.130939245223999,1.1348454753620334,1.1059941051062718,1.1062945534809967,383723200
2005-07-08,1.1495722532272339,1.1504744010360413,1.1261301535819639,1.1381520029380925,290735200
2005-07-11,1.1450639963150024,1.1615939732132197,1.1354471406950313,1.153178810739565,388788400
2005-07-12,1.149271845817566,1.1540811274416674,1.1393546398336054,1.148971497698366,387038400
2005-07-13,1.1525781154632568,1.157086145853769,1.1390533220750505,1.150774722737051,684835200
2005-07-14,1.224708080291748,1.2625764237531882,1.2090803463828637,1.225910676669423,2096060400
2005-07-15,1.2487519979476929,1.2493527945605498,1.2159925820360906,1.2313199679900768,687682800
2005-07-18,1.246948480606079,1.2652809512798857,1.2433416949549236,1.2445442912275513,586297600
2005-07-19,1.298040509223938,1.2992430053144968,1.2343258721606964,1.2478498652746122,671062000
2005-07-20,1.3112636804580688,1.316373409616851,1.2818106101198494,1.2881220324935099,453395600
2005-07-21,1.301045536994934,1.3235863939104322,1.289324837121611,1.3133678359947352,404264000
2005-07-22,1.3223843574523926,1.3223843574523926,1.3040510877764446,1.305554031877723,301106400
2005-07-25,1.316673755645752,1.3307994431093368,1.3142695668696458,1.3220830299170192,294627200
2005-07-26,1.3112636804580688,1.3256898174026228,1.3031489658871753,1.3226848319905113,268592800
2005-07-27,1.322083592414856,1.3244885847473784,1.2824127553476172,1.3172751125001652,283749200
2005-07-28,1.3163737058639526,1.3223846812074869,1.301346769088507,1.3178758477997685,251311200
2005-07-29,1.2818104028701782,1.333804416633842,1.270089808016452,1.309159728206302,562080400
2005-08-01,1.2848166227340698,1.2947339282454646,1.264679958232676,1.2794065449854402,314249600
2005-08-02,1.298040509223938,1.3073569196627632,1.280609281586691,1.2890244469368717,296875600
2005-08-03,1.298941731452942,1.3016471720548901,1.2854177385770305,1.2980404863801582,258322400
2005-08-04,1.283613920211792,1.2923295309888156,1.2709911765916437,1.2890239970894164,269304000
2005-08-05,1.2920293807983398,1.3031491829502042,1.2628766536704354,1.2770024449016668,241931200
2005-08-08,1.2818104028701782,1.2998433219268544,1.2806087098495955,1.292329405019961,176383200
2005-08-09,1.31697416305542,1.319077903406585,1.289624836273763,1.2902256326574895,380839200
2005-08-10,1.30375075340271,1.334105070626808,1.3016469123635845,1.3223844730849776,360945200
2005-08-11,1.3223843574523926,1.325990239558951,1.2998435063827771,1.3040510877764446,271983600
2005-08-12,1.3854987621307373,1.3891047463335795,1.3031495832446436,1.3061554729306717,916036800
2005-08-15,1.4329835176467896,1.4525184839280934,1.3960173259903725,1.3969185709620582,1086727600
2005-08-16,1.390006422996521,1.427574315989234,1.3888039269997903,1.4242679786607746,537622400
2005-08-17,1.4170548915863037,1.425770502151631,1.3936118944636728,1.394514042065726,499724400
2005-08-18,1.3915083408355713,1.4125462491818264,1.3749792650884662,1.409841611712292,442559600
2005-08-19,1.3773835897445679,1.4035304275237042,1.3755801969707142,1.3909075809567573,376569200
2005-08-22,1.3785853385925293,1.405033428395213,1.360252867707019,1.387000503097919,387732800
2005-08-23,1.3746780157089233,1.3854981706658231,1.3620552706869344,1.3779843525087052,295604400
2005-08-24,1.3755803108215332,1.4161532909828503,1.3701702323688734,1.3704706808199343,572070800
2005-08-25,1.3842958211898804,1.397219015974888,1.3767819019218352,1.38609921397888,276253600
2005-08-26,1.3746780157089233,1.3927108382093623,1.363257766491388,1.3860990674597395,261058000
2005-08-29,1.3776838779449463,1.3833944037118926,1.3602526547861216,1.3605531031773732,256295200
2005-08-30,1.399623155593872,1.4062350271242343,1.3800881900541655,1.38219203119716,518761600
2005-08-31,1.4092411994934082,1.4134487823099406,1.3906074751392117,1.4083390515242817,402956400
2005-09-01,1.3903065919876099,1.4176559219027696,1.3851968627994846,1.4125461927146443,356367200
2005-09-02,1.3891043663024902,1.4065363949982976,1.386099279972217,1.3915085557467195,222378800
2005-09-06,1.466644048690796,1.4690482378199128,1.3990222920053872,1.4035303221766404,818619200
2005-09-07,1.463037371635437,1.4846769799309945,1.4401968725687804,1.4741579752968021,963074000
2005-09-08,1.4960969686508179,1.506315523783528,1.4768624544107547,1.4831738765775322,702640400
2005-09-09,1.542080283164978,1.5432827790825427,1.4963976769312006,1.5048128410707546,615641600
2005-09-12,1.5447850227355957,1.5516981458381551,1.520141228076028,1.5357690614678734,452796400
2005-09-13,1.5273536443710327,1.54147933352008,1.512326610035855,1.5333645182950995,492884000
2005-09-14,1.4909882545471191,1.538473446336095,1.4864802244963684,1.534566212759908,474426400
2005-09-15,1.4988017082214355,1.5081190191877243,1.4825730810370297,1.5027089417707413,415156000
2005-09-16,1.5390750169754028,1.5390750169754028,1.5012067827771465,1.5096219459323146,591004400
2005-09-19,1.5820523500442505,1.5895662691633479,1.5342660033248343,1.5342660033248343,783731200
2005-09-20,1.5985826253890991,1.6172163508953568,1.5904679077328712,1.5925717494295544,819828800
2005-09-21,1.566123127937317,1.5943745063045043,1.5586101123346519,1.5916698688395416,434747600
2005-09-22,1.5598117113113403,1.5769432878536775,1.5423804889242836,1.5592108145554415,463727600
2005-09-23,1.598882794380188,1.6078988559516434,1.5580094669639868,1.5658229322236503,558457200
2005-09-26,1.618117094039917,1.6397557980457824,1.6024892637560384,1.623827619693284,546562800
2005-09-27,1.6060950756072998,1.6301388703919724,1.605794627235185,1.6205212120347907,341703600
2005-09-28,1.5351678133010864,1.5961777935331276,1.5204412282973805,1.5949752978114402,1125544000
2005-09-29,1.5730361938476562,1.5805493099783272,1.527053242666724,1.5396759880082227,636846000
2005-09-30,1.6112051010131836,1.612406794406079,1.5592110711405507,1.5727359652566655,531633200
2005-10-03,1.6361502408981323,1.6391553272478587,1.6133089362799622,1.627735076205478,507553200
2005-10-04,1.6154128313064575,1.6634996316009563,1.6121064938684553,1.6514776807356328,539459200
2005-10-05,1.5862597227096558,1.6337457150553167,1.5853584778769945,1.6328435673727564,610769600
2005-10-06,1.5538020133972168,1.6075985407399007,1.5288569657276532,1.5988829268907179,757537200
2005-10-07,1.5417797565460205,1.5607139250580762,1.5192389029975455,1.5544026024318338,677882800
2005-10-10,1.5138298273086548,1.5601133341447195,1.5111243868289965,1.5556044004341927,507505600
2005-10-11,1.5504951477050781,1.558910310218585,1.5147306568643486,1.5396757963543553,1225884800
2005-10-12,1.4801688194274902,1.511725730235266,1.4386938016692032,1.462135897699288,2697486400
2005-10-13,1.615112543106079,1.6214238673032366,1.4807701380400835,1.485879066398046,1865575600
2005-10-14,1.622925877571106,1.6334448841341038,1.5865605790328965,1.6238280254856288,1035552000
2005-10-17,1.6060950756072998,1.6298385223365093,1.5832545790608632,1.6223246044840418,616834400
2005-10-18,1.569129228591919,1.6214236082048747,1.5688287801551648,1.6003856970483255,609588000
2005-10-19,1.6511768102645874,1.6517777070209145,1.5390749559640295,1.5649213411850895,1008683200
2005-10-20,1.6872423887252808,1.6980617439195234,1.6334449577444208,1.637051643548102,1357762000
2005-10-21,1.6728159189224243,1.71248765165136,1.6637999580181393,1.7082799691571255,796726000
2005-10-24,1.7067772150039673,1.7067772150039673,1.6556853263129605,1.6604938058922822,609753200
2005-10-25,1.6860393285751343,1.7085800804025992,1.6737178347169428,1.6950561910794062,465127600
2005-10-26,1.7139906883239746,1.7299187697430891,1.6806303772234035,1.6914497315244674,631593200
2005-10-27,1.6653025150299072,1.7133884980785374,1.6653025150299072,1.7127876013524812,411541200
2005-10-28,1.6370513439178467,1.6959575919735501,1.628035383433983,1.684236993819528,769787200
2005-10-31,1.7308212518692017,1.742541852784965,1.6454668956042113,1.658991792525238,940844800
2005-11-01,1.7281153202056885,1.7473506401015193,1.7091811509483443,1.7203018555386473,749686000
2005-11-02,1.8017488718032837,1.8032518167260416,1.7311218965383965,1.7347286834662325,857060400
2005-11-03,1.8588519096374512,1.8729766979022593,1.8053548333499452,1.8110654603066823,884382800
2005-11-04,1.8378137350082397,1.840518472919582,1.7918307829154696,1.8137698368333814,878035200
2005-11-07,1.8101627826690674,1.8534411862602311,1.8074580454591576,1.8287963976555806,638831200
2005-11-08,1.8002461194992065,1.8146722591559599,1.7762022190157034,1.80174826137938,473765600
2005-11-09,1.806557297706604,1.8396162537839031,1.803251061022209,1.803251061022209,552930000
2005-11-10,1.8387151956558228,1.839316092547367,1.773497719271321,1.8224857631169566,665344400
2005-11-11,1.849534034729004,1.8666649081507938,1.8435230611541324,1.849534034729004,425448800
2005-11-14,1.846829891204834,1.8627581720372892,1.8306004597296084,1.8495344286229156,369933200
2005-11-15,1.8717750310897827,1.8958179272854208,1.8471302348767298,1.8513379172651383,536841200
2005-11-16,1.9520198106765747,1.9553252453991254,1.8961185394088365,1.8979220327454684,784515200
2005-11-17,1.9390959739685059,1.9799693912796863,1.9309811594832367,1.9712536800584386,676205600
2005-11-18,1.940298080444336,1.9664458229298312,1.934588456457931,1.9628390371260642,524960800
2005-11-21,1.9523195028305054,1.9592317212703863,1.9150520680519891,1.9481120219033388,511711200
2005-11-22,1.999204158782959,2.00641752876258,1.9390962199304398,1.9487129765255278,540282400
2005-11-23,2.016936779022217,2.0430835179197127,2.004314132395832,2.010023756290254,485853200
2005-11-25,2.083956241607666,2.0899664099171975,2.028655911757624,2.0334652903311246,395012800
2005-11-28,2.093573808670044,2.1359499617700917,2.0758420413706995,2.125430960336071,1018519600
2005-11-29,2.046689748764038,2.1128086521966556,2.0241487985567828,2.10349224508245,891433200
2005-11-30,2.0382750034332275,2.069231122321058,2.0292589425189784,2.0566082759011017,595674800
2005-12-01,2.1518800258636475,2.155787159851562,2.0680287252078444,2.07223640796406,812893200
2005-12-02,2.1828365325927734,2.186141967726804,2.1248316132504623,2.172016173126101,895762000
2005-12-05,2.158491611480713,2.179829969296244,2.1485735034439215,2.162398744949752,583671200
2005-12-06,2.225512981414795,2.2489549839926326,2.2044749678380495,2.221906195379689,857029600
2005-12-07,2.222505807876587,2.2378339876088416,2.1975614770639877,2.230920968317299,679464800
2005-12-08,2.226414203643799,2.2291197445674307,2.1819339873124495,2.199966914136033,790479200
2005-12-09,2.2339279651641846,2.2417422328995427,2.2044747886771177,2.2303211794222073,555402400
2005-12-12,2.2513587474823,2.26458228837381,2.2408397436224172,2.2501569539496997,524994400
2005-12-13,2.253462314605713,2.26788845109483,2.2303206673717417,2.249555181635057,493816400
2005-12-14,2.1642019748687744,2.202971555912043,2.111907701438338,2.179829906393973,1450716400
2005-12-15,2.1693108081817627,2.189747919606717,2.1443656667890347,2.184337842252095,561162000
2005-12-16,2.137153148651123,2.172917643038557,2.1356502044497057,2.168109064253966,671171200
2005-12-19,2.145267963409424,2.181933706091484,2.1350495068264417,2.137153348018037,529295200
2005-12-20,2.1672070026397705,2.1753218178543006,2.137453482719769,2.152780865113925,479108000
2005-12-21,2.2089827060699463,2.212288942883203,2.180130427948262,2.1819337204100346,475736800
2005-12-22,2.224611282348633,2.2387370786593124,2.211988631593156,2.2213058468144675,370610800
2005-12-23,2.2044742107391357,2.2318235387427756,2.202971266704545,2.229119001887044,229857600
2005-12-27,2.230921983718872,2.259473713377174,2.2225068194480078,2.224009763814244,590590000
2005-12-28,2.211087226867676,2.2468517358186015,2.203573305334162,2.2381360202078735,398115200
2005-12-29,2.147372007369995,2.2186006614350915,2.1464699597931705,2.2173980650882306,490025200
2005-12-30,2.160594940185547,2.1768243670362737,2.11401090149971,2.1311417736884883,624262800
2006-01-03,2.2465505599975586,2.2465505599975586,2.1714149770330846,2.1753221108107095,807234400
2006-01-04,2.253162145614624,2.283516562555555,2.2390363560596334,2.257970523770959,619603600
2006-01-05,2.2354302406311035,2.2510579688917556,2.216496075743641,2.248954128207973,449422400
2006-01-06,2.2931342124938965,2.305156161528895,2.240539389265749,2.2615773988103394,704457600
2006-01-09,2.2856199741363525,2.3201828721460305,2.276303566836842,2.306057084004987,675040800
2006-01-10,2.4301815032958984,2.4611376243857213,2.2790088874091623,2.2916315340936637,2279869200
2006-01-11,2.521545886993408,2.5485938620753306,2.4821746142659933,2.519742595025747,1493794400
2006-01-12,2.533267021179199,2.5966813977664454,2.5131312597563777,2.553704133860548,1280809600
2006-01-13,2.5723376274108887,2.5849602709997668,2.5425841099276028,2.5543047061887703,776305600
2006-01-17,2.5458900928497314,2.596080731246526,2.520644599592068,2.5756436167522097,835623600
2006-01-18,2.4791693687438965,2.526054570784559,2.459934851338334,2.49690194498706,1200637200
2006-01-19,2.3754825592041016,2.454225121654763,2.3664666993196635,2.441902824516046,1695848000
2006-01-20,2.286823272705078,2.4055370297988077,2.279009004524197,2.382696526608711,1134758800
2006-01-23,2.3343093395233154,2.391111652866549,2.284118697882086,2.2871235836950654,1059730000
2006-01-24,2.2853198051452637,2.3869036631801337,2.2772049900454476,2.367067247858379,1142254400
2006-01-25,2.230020046234131,2.3291986942060365,2.201468124809016,2.3258930602868877,1275786400
2006-01-26,2.173818588256836,2.2669870715692415,2.161797443902426,2.239938292972064,1181387200
2006-01-27,2.1648025512695312,2.211987288847832,2.13685232700617,2.1924522268576614,953864800
2006-01-30,2.254063129425049,2.3021499149188087,2.12993933381195,2.1389561954523404,1398401200
2006-01-31,2.269392251968384,2.294337401393794,2.2164970669825026,2.2690919037982438,913542000
2006-02-01,2.2666866779327393,2.297943148378331,2.2432444755735648,2.252561688156115,521186400
2006-02-02,2.1669063568115234,2.2648832170132067,2.1654034128264743,2.257068951584067,707322000
2006-02-03,2.1593925952911377,2.187643971710162,2.135049154401935,2.171113994280934,692123600
2006-02-06,2.022645950317383,2.1792288094053514,2.005815624826023,2.164502324758738,1651767600
2006-02-07,2.031663417816162,2.088165585604251,2.004013732435516,2.051799383654931,1388830800
2006-02-08,2.0680291652679443,2.0761439837388433,1.9835769497381384,2.0584114020023683,953114400
2006-02-09,1.9520198106765747,2.080651680675619,1.9393969623870888,2.076744345851845,1149764000
2006-02-10,2.022947311401367,2.0337666631033215,1.8904083470360125,1.9589314428372078,1760477600
2006-02-13,1.9448065757751465,2.006117936415825,1.9427029345566553,2.0025111497506063,883498000
2006-02-14,2.032864570617676,2.046689810214977,1.9535221248762689,1.9565272104786429,1160938800
2006-02-15,2.0803513526916504,2.092373305322709,2.006117801528747,2.0184392998086405,1159771200
2006-02-16,2.120924949645996,2.1341487007040576,2.0881665221842307,2.1010897243258153,948175200
2006-02-17,2.11250901222229,2.1305419406516615,2.0920720946024343,2.1128095610294464,575999200
2006-02-21,2.076143264770508,2.1278358403167252,2.064121315643488,2.1215245176583695,779606800
2006-02-22,2.143465518951416,2.1539845284375563,2.043685102946654,2.073739989002535,978238800
2006-02-23,2.156388282775879,2.193956080217748,2.146770520548804,2.157590879241847,856917600
2006-02-24,2.147672414779663,2.190649481632586,2.139857946639712,2.168109328530252,534744000
2006-02-27,2.133547306060791,2.1675085231706572,2.123328845916509,2.1636011875340135,791240800
2006-02-28,2.0584115982055664,2.17592379521768,2.046690995164017,2.1512797917907136,1266980400
2006-03-01,2.076744556427002,2.0884661608201225,2.044286488277297,2.068930287253847,763817600
2006-03-02,2.092071771621704,2.103492825163803,2.06382119127735,2.0734387516215587,625273600
2006-03-03,2.035268545150757,2.1010878981169148,2.029558923234172,2.085759515432711,737668400
2006-03-06,1.9679484367370605,2.035269770993981,1.9517198027455738,2.0343685257519795,912665600
2006-03-07,1.9928923845291138,2.010624957571365,1.9559263007198335,1.9763626081263557,872877600
2006-03-08,1.973358154296875,2.019641663421828,1.9640417439823916,1.992292326240418,653251200
2006-03-09,1.921363353729248,1.9977015059806906,1.9177573718786276,1.9829750235995889,799304800
2006-03-10,1.8991249799728394,1.938194924660725,1.8768843658574017,1.9249711769940299,1043142800
2006-03-13,1.9739587306976318,1.9919914540030703,1.947211097321784,1.9550245618285875,861187600
2006-03-14,2.0232481956481934,2.0232481956481934,1.9685497233555664,1.9766643395991623,642020400
2006-03-15,1.990488886833191,2.044887214521652,1.9691505246961354,2.034969104476208,891996000
